,index,benchmark,label,runtime,runtime_label,error,error_label,runtime_pred,error_pred,runtime_score,error_score
57,57,spec_lbm,INVALID,223.42407001,1,1.6814775764195e-07,0,-1.0,-1.0,-1.0,-1.0
58,58,spec_lbm,INVALID,227.356518864,1,9.0486348910093e-07,0,-1.0,-1.0,-1.0,-1.0
59,59,spec_lbm,INVALID,231.299825448,1,1.4971931049938e-05,0,-1.0,-1.0,-1.0,-1.0
60,60,spec_lbm,INVALID,228.46094028,1,5.2880784466353e-06,0,-1.0,-1.0,-1.0,-1.0
61,61,spec_lbm,INVALID,220.955366489,1,1.9535966951552e-07,0,-1.0,-1.0,-1.0,-1.0
62,62,spec_lbm,INVALID,232.2823342,1,2.9788496490987e-05,0,-1.0,-1.0,-1.0,-1.0
63,63,spec_lbm,INVALID,227.336077447,1,1.5137563351575e-07,0,-1.0,-1.0,-1.0,-1.0
64,64,spec_lbm,INVALID,222.616751937,1,6.7817178179481e-06,0,-1.0,-1.0,-1.0,-1.0
65,65,spec_lbm,INVALID,226.081054004,1,4.442340039276e-07,0,-1.0,-1.0,-1.0,-1.0
66,66,spec_lbm,INVALID,231.835939524,1,2.9061786860558e-05,0,-1.0,-1.0,-1.0,-1.0
67,67,spec_lbm,INVALID,232.90590134,1,1.860922861406e-07,0,-1.0,-1.0,-1.0,-1.0
68,68,spec_lbm,INVALID,225.923656319,1,1.7702969896884e-07,0,-1.0,-1.0,-1.0,-1.0
69,69,spec_lbm,INVALID,229.64280958,1,2.3150940570954e-05,0,-1.0,-1.0,-1.0,-1.0
70,70,spec_lbm,INVALID,232.677979778,1,2.9732448091908e-05,0,-1.0,-1.0,-1.0,-1.0
71,71,spec_lbm,VALID,223.008307952,1,8.7051169706258e-09,1,-1.0,-1.0,-1.0,-1.0
72,72,spec_lbm,INVALID,237.758413938,0,2.9788496490987e-05,0,-1.0,-1.0,-1.0,-1.0
73,73,spec_lbm,INVALID,226.842594805,1,1.5137563351575e-07,0,-1.0,-1.0,-1.0,-1.0
74,74,spec_lbm,INVALID,257.027073291,0,2.96103433353e-05,0,-1.0,-1.0,-1.0,-1.0
